question_id,current_canonical_chapter,current_level,reason,source_ref,stored_source_identity,near_match_leaf_code,candidate_count,candidate_leaf_codes,stem_excerpt,selected_leaf
8915,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.21,4.21 网际控制报文协议 ICMP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“网际控制报文协议 ICMP”主要用于（ ）,
8916,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.21,4.21 网际控制报文协议 ICMP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“网际控制报文协议 ICMP”时，最应关注的是（ ）,
8917,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.21,4.21 网际控制报文协议 ICMP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“网际控制报文协议 ICMP”的常见理解，下列正确的是（ ）,
8918,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.21,4.21 网际控制报文协议 ICMP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“网际控制报文协议 ICMP”，解题时最合理的判断是（ ）,
8919,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.22,4.22 IPv6 的特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“IPv6 的特点”的说法中，正确的是（ ）,
8920,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.22,4.22 IPv6 的特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“IPv6 的特点”主要用于（ ）,
8921,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.22,4.22 IPv6 的特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“IPv6 的特点”时，最应关注的是（ ）,
8922,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.22,4.22 IPv6 的特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“IPv6 的特点”的常见理解，下列正确的是（ ）,
8923,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.22,4.22 IPv6 的特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“IPv6 的特点”，解题时最合理的判断是（ ）,
8924,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.23,4.23 IPv6 数据报的基本首部,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“IPv6 数据报的基本首部”的说法中，正确的是（ ）,
8925,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.23,4.23 IPv6 数据报的基本首部,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“IPv6 数据报的基本首部”主要用于（ ）,
8926,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.23,4.23 IPv6 数据报的基本首部,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“IPv6 数据报的基本首部”时，最应关注的是（ ）,
8927,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.23,4.23 IPv6 数据报的基本首部,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“IPv6 数据报的基本首部”的常见理解，下列正确的是（ ）,
8928,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.23,4.23 IPv6 数据报的基本首部,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“IPv6 数据报的基本首部”，解题时最合理的判断是（ ）,
8929,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.24,4.24 IPv6 地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“IPv6 地址”的说法中，正确的是（ ）,
8930,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.24,4.24 IPv6 地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“IPv6 地址”主要用于（ ）,
8931,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.24,4.24 IPv6 地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“IPv6 地址”时，最应关注的是（ ）,
8932,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.24,4.24 IPv6 地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“IPv6 地址”的常见理解，下列正确的是（ ）,
8933,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.24,4.24 IPv6 地址,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“IPv6 地址”，解题时最合理的判断是（ ）,
8934,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.25,4.25 从 IPv4 向 IPv6 过渡,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“从 IPv4 向 IPv6 过渡”的说法中，正确的是（ ）,
8935,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.25,4.25 从 IPv4 向 IPv6 过渡,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“从 IPv4 向 IPv6 过渡”主要用于（ ）,
8936,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.25,4.25 从 IPv4 向 IPv6 过渡,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“从 IPv4 向 IPv6 过渡”时，最应关注的是（ ）,
8937,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.25,4.25 从 IPv4 向 IPv6 过渡,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“从 IPv4 向 IPv6 过渡”的常见理解，下列正确的是（ ）,
8938,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.25,4.25 从 IPv4 向 IPv6 过渡,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“从 IPv4 向 IPv6 过渡”，解题时最合理的判断是（ ）,
8939,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.26,4.26 静态路由与动态路由,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“静态路由与动态路由”的说法中，正确的是（ ）,
8940,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.26,4.26 静态路由与动态路由,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“静态路由与动态路由”主要用于（ ）,
8941,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.26,4.26 静态路由与动态路由,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“静态路由与动态路由”时，最应关注的是（ ）,
8942,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.26,4.26 静态路由与动态路由,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“静态路由与动态路由”的常见理解，下列正确的是（ ）,
8943,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.26,4.26 静态路由与动态路由,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“静态路由与动态路由”，解题时最合理的判断是（ ）,
8944,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.27,4.27 距离-向量算法,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“距离-向量算法”的说法中，正确的是（ ）,
8945,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.27,4.27 距离-向量算法,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“距离-向量算法”主要用于（ ）,
8946,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.27,4.27 距离-向量算法,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“距离-向量算法”时，最应关注的是（ ）,
8947,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.27,4.27 距离-向量算法,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“距离-向量算法”的常见理解，下列正确的是（ ）,
8948,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.27,4.27 距离-向量算法,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“距离-向量算法”，解题时最合理的判断是（ ）,
8949,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.28,4.28 链路状态算法,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“链路状态算法”的说法中，正确的是（ ）,
8950,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.28,4.28 链路状态算法,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“链路状态算法”主要用于（ ）,
8951,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.28,4.28 链路状态算法,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“链路状态算法”时，最应关注的是（ ）,
8952,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.28,4.28 链路状态算法,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“链路状态算法”的常见理解，下列正确的是（ ）,
8953,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.28,4.28 链路状态算法,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“链路状态算法”，解题时最合理的判断是（ ）,
8954,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.29,4.29 内部网关协议 IGP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“内部网关协议 IGP”的说法中，正确的是（ ）,
8955,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.29,4.29 内部网关协议 IGP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“内部网关协议 IGP”主要用于（ ）,
8956,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.29,4.29 内部网关协议 IGP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“内部网关协议 IGP”时，最应关注的是（ ）,
8957,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.29,4.29 内部网关协议 IGP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“内部网关协议 IGP”的常见理解，下列正确的是（ ）,
8958,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.29,4.29 内部网关协议 IGP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“内部网关协议 IGP”，解题时最合理的判断是（ ）,
8959,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.30,4.30 外部网关协议 EGP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“外部网关协议 EGP”的说法中，正确的是（ ）,
8960,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.30,4.30 外部网关协议 EGP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“外部网关协议 EGP”主要用于（ ）,
8961,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.30,4.30 外部网关协议 EGP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“外部网关协议 EGP”时，最应关注的是（ ）,
8962,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.30,4.30 外部网关协议 EGP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“外部网关协议 EGP”的常见理解，下列正确的是（ ）,
8963,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.30,4.30 外部网关协议 EGP,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“外部网关协议 EGP”，解题时最合理的判断是（ ）,
8964,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.31,4.31 RIP 的规定,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“RIP 的规定”的说法中，正确的是（ ）,
8965,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.31,4.31 RIP 的规定,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“RIP 的规定”主要用于（ ）,
8966,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.31,4.31 RIP 的规定,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“RIP 的规定”时，最应关注的是（ ）,
8967,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.31,4.31 RIP 的规定,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“RIP 的规定”的常见理解，下列正确的是（ ）,
8968,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.31,4.31 RIP 的规定,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“RIP 的规定”，解题时最合理的判断是（ ）,
8969,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.32,4.32 RIP 的特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“RIP 的特点”的说法中，正确的是（ ）,
8970,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.32,4.32 RIP 的特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“RIP 的特点”主要用于（ ）,
8971,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.32,4.32 RIP 的特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“RIP 的特点”时，最应关注的是（ ）,
8972,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.32,4.32 RIP 的特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“RIP 的特点”的常见理解，下列正确的是（ ）,
8973,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.32,4.32 RIP 的特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“RIP 的特点”，解题时最合理的判断是（ ）,
8974,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.33,4.33 RIP 的基本工作原理,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“RIP 的基本工作原理”的说法中，正确的是（ ）,
8975,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.33,4.33 RIP 的基本工作原理,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“RIP 的基本工作原理”主要用于（ ）,
8976,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.33,4.33 RIP 的基本工作原理,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“RIP 的基本工作原理”时，最应关注的是（ ）,
8977,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.33,4.33 RIP 的基本工作原理,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“RIP 的基本工作原理”的常见理解，下列正确的是（ ）,
8978,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.33,4.33 RIP 的基本工作原理,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“RIP 的基本工作原理”，解题时最合理的判断是（ ）,
8979,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.34,4.34 RIP 的优缺点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“RIP 的优缺点”的说法中，正确的是（ ）,
8980,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.34,4.34 RIP 的优缺点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“RIP 的优缺点”主要用于（ ）,
8981,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.34,4.34 RIP 的优缺点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“RIP 的优缺点”时，最应关注的是（ ）,
8982,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.34,4.34 RIP 的优缺点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“RIP 的优缺点”的常见理解，下列正确的是（ ）,
8983,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.34,4.34 RIP 的优缺点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“RIP 的优缺点”，解题时最合理的判断是（ ）,
8984,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.35,4.35 OSPF 的基本特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“OSPF 的基本特点”的说法中，正确的是（ ）,
8985,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.35,4.35 OSPF 的基本特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“OSPF 的基本特点”主要用于（ ）,
8986,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.35,4.35 OSPF 的基本特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“OSPF 的基本特点”时，最应关注的是（ ）,
8987,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.35,4.35 OSPF 的基本特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“OSPF 的基本特点”的常见理解，下列正确的是（ ）,
8988,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.35,4.35 OSPF 的基本特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“OSPF 的基本特点”，解题时最合理的判断是（ ）,
8989,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.36,4.36 OSPF 的五种分组类型,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“OSPF 的五种分组类型”的说法中，正确的是（ ）,
8990,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.36,4.36 OSPF 的五种分组类型,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“OSPF 的五种分组类型”主要用于（ ）,
8991,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.36,4.36 OSPF 的五种分组类型,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“OSPF 的五种分组类型”时，最应关注的是（ ）,
8992,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.36,4.36 OSPF 的五种分组类型,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“OSPF 的五种分组类型”的常见理解，下列正确的是（ ）,
8993,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.36,4.36 OSPF 的五种分组类型,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“OSPF 的五种分组类型”，解题时最合理的判断是（ ）,
8994,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.37,4.37 OSPF 的基本工作原理,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“OSPF 的基本工作原理”的说法中，正确的是（ ）,
8995,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.37,4.37 OSPF 的基本工作原理,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“OSPF 的基本工作原理”主要用于（ ）,
8996,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.37,4.37 OSPF 的基本工作原理,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“OSPF 的基本工作原理”时，最应关注的是（ ）,
8997,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.37,4.37 OSPF 的基本工作原理,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“OSPF 的基本工作原理”的常见理解，下列正确的是（ ）,
8998,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.37,4.37 OSPF 的基本工作原理,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“OSPF 的基本工作原理”，解题时最合理的判断是（ ）,
8999,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.38,4.38 BGP 的基本特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“BGP 的基本特点”的说法中，正确的是（ ）,
9000,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.38,4.38 BGP 的基本特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“BGP 的基本特点”主要用于（ ）,
9001,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.38,4.38 BGP 的基本特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“BGP 的基本特点”时，最应关注的是（ ）,
9002,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.38,4.38 BGP 的基本特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“BGP 的基本特点”的常见理解，下列正确的是（ ）,
9003,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.38,4.38 BGP 的基本特点,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“BGP 的基本特点”，解题时最合理的判断是（ ）,
9004,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.39,4.39 BGP 路由,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“BGP 路由”的说法中，正确的是（ ）,
9005,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.39,4.39 BGP 路由,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“BGP 路由”主要用于（ ）,
9006,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.39,4.39 BGP 路由,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“BGP 路由”时，最应关注的是（ ）,
9007,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.39,4.39 BGP 路由,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“BGP 路由”的常见理解，下列正确的是（ ）,
9008,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.39,4.39 BGP 路由,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“BGP 路由”，解题时最合理的判断是（ ）,
9009,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.40,4.40 BGP 路由选择,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“BGP 路由选择”的说法中，正确的是（ ）,
9010,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.40,4.40 BGP 路由选择,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,在网络层相关问题中，“BGP 路由选择”主要用于（ ）,
9011,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.40,4.40 BGP 路由选择,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,分析“BGP 路由选择”时，最应关注的是（ ）,
9012,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.40,4.40 BGP 路由选择,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,关于“BGP 路由选择”的常见理解，下列正确的是（ ）,
9013,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.40,4.40 BGP 路由选择,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,综合应用题：若题目场景涉及“BGP 路由选择”，解题时最合理的判断是（ ）,
9014,4,chapter,STORED_ID_DOES_NOT_EQUAL_ANY_CANONICAL_LEAF_CODE,chapter:4:4.41,4.41 BGP 的四种报文,,7,4.1|4.2|4.3|4.4|4.5|4.6|4.7,下列关于“BGP 的四种报文”的说法中，正确的是（ ）,
